品牌,型号,价格,上市年份,上市月份,操作系统,操作系统版本,CPU品牌,CPU型号,CPU核数,GPU,机身内存,运行内存,最大存储扩展,屏幕尺寸,分辨率,后置摄像头,前置摄像头,链接,备注,店铺,评价
,MAX2,2299.00,2016年,,安卓（Android）,Android ,Qualcomm 骁龙,,四核,,其它,,,5.7英寸,2560×1440（2K）,2100万像素,800万像素,http://item.jd.com/10320353603.html,乐视(Letv)  乐Max2 4G手机 双卡双待 金色 全网通(4GRAM+32GROM),新松联手机专营店,62
乐视（Letv）,2,1299.00,2016年,4月,安卓（Android）,Android ,联发科（MTK),,十核,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1600万像素,800万像素,http://item.jd.com/10326917014.html,乐视（Le）乐2（X620）移动联通电信4G智能手机 双卡双待 金色 全网通(3G RAM+32G ROM)标配,鹏路网络手机专营店,76
,X620,1699.00,2016年,,安卓（Android）,Android ,联发科（MTK),,,,32GB ROM,4GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",2100万像素,800万像素,http://item.jd.com/10314533960.html,乐视（Le） 乐2pro  双卡双待 乐视手机 金色 全网通(4GRAM+32GROM),新松联手机专营店,96
,X620,1299.00,2016年,,安卓（Android）,Android ,其他,,,,32GB ROM,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1600万像素,800万像素,http://item.jd.com/10326879091.html,乐视（Le）乐2 移动联通电信4G手机 双卡双待 金色 全网通(3GRAM+32GROM)标配,新松联手机专营店,51
,LeX820,2299.00,2016年,,安卓（Android）,Android ,Qualcomm 骁龙,,,,32GB ROM,4GB RAM,,5.7英寸,2560×1440（2K）,2100万像素,800万像素,http://item.jd.com/10283661432.html,乐视（Letv） 乐Max2  4G 手机 金色 全网通 (4GB RAM+32GB ROM) 标配,中恒国信手机旗舰店,42
乐视（Letv）,X620,1099.00,2016年,4月,安卓（Android）,Android ,联发科（MTK),Helio X20,十核,,32GB ROM,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1600万像素,800万像素,http://item.jd.com/2819894.html,【北京移动购机赠费】乐视（Le）乐2（X620）32GB 金色 移动联通电信4G手机 双卡双待,北京移动旗舰店,92
,Letv1S,1099.00,2015年,10月,安卓（Android）,Android ,联发科（MTK),,八核,,其它,,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10039014775.html,乐视（Letv） 乐视1s 移动联通双4G 乐视手机 金色 双4G(3G RAM+16G ROM) 标配,中恒国信手机旗舰店,10390
乐视（Letv）,2,1299.00,2016年,,,Android ,联发科（MTK),,,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1600万像素,800万像素,http://item.jd.com/10326880257.html,乐视（Le）乐2全网通4G手机双卡双待 金色 高配版(3G RAM+32G ROM)标配,河北启迪手机专营店,97
,1S,1099.00,2015年,,,Android ,联发科（MTK),,八核,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10142756825.html,乐视（Le）乐1S 4G智能手机 双卡双待 金色 太子妃版4G(3G RAM+16G ROM)标配,鹏路网络手机专营店,1441
,X900,1999.00,2015年,,安卓（Android）,Android ,Qualcomm 骁龙,,八核,,其它,4GB RAM,,其它,2560×1440（2K）,2100万像素,其它,http://item.jd.com/10110237410.html,乐视(Letv) 乐Max(X900+) 4G手机 双卡双待 金色 全网通(4G RAM+64G ROM)标配,能良数码旗舰店,273
乐视（Letv）,max2,2299.00,2016年,4月,安卓（Android）,Android ,Qualcomm 骁龙,,四核,,其它,4GB RAM,,5.7英寸,2560×1440（2K）,2100万像素,800万像素,http://item.jd.com/10319637971.html,乐视（Le）乐Max 2 移动联通电信4G智能手机 双卡双待 金色 全网通(4G RAM+32G ROM),鹏路网络手机专营店,26
乐视（Letv）,X900,1999.00,2015年,,,Android ,Qualcomm 骁龙,,,,其它,4GB RAM,,其它,2560×1440（2K）,2100万像素,400万像素,http://item.jd.com/10104170487.html,乐视（Le）乐Max（X900+）双卡双待4G手机 金色 全网通4G(4G RAM+64G ROM)标配,牧申数码专营店,122
乐视（Letv）,X620,1299.00,2016年,,,Android ,联发科（MTK),,十核,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1600万像素,800万像素,http://item.jd.com/10346327202.html,乐视（Le）乐2（X620） 双卡双待 移动联通电信4G手机 金色 全网通4G(32GB ROM)标配,爱优创杰手机专营店,27
,2Pro,1699.00,2016年,,,Android ,联发科（MTK),,十核,,32GB ROM,4GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",2100万像素,800万像素,http://item.jd.com/10314453334.html,乐视（Letv）乐2 Pro  移动联通电信4G  双卡双待手机 金色 全网通(4G RAM +32G ROM)标配,爱优创杰手机专营店,23
,X608,899.00,2015年,5月,安卓（Android）,其他,联发科（MTK),,,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10123024634.html,乐视(Letv) 乐视手机1(X608)  双卡双待手机 银色 移动版32GB标配,佳沪数码手机旗舰店,497
,1S,1099.00,2015年,,,其他,联发科（MTK),,,,16GB ROM,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10173574700.html,乐视Le乐视1s双卡双待手机 金色 太子妃版移动联通双4G(16G ROM),谷高数码手机专营店,199
