品牌,型号,价格,上市年份,上市月份,操作系统,操作系统版本,CPU品牌,CPU型号,CPU核数,GPU,机身内存,运行内存,最大存储扩展,屏幕尺寸,分辨率,后置摄像头,前置摄像头,链接,备注,店铺,评价
小辣椒,T1,399.00,2016年,,,Android ,展讯,,,,8GB ROM,1GB RAM,32GB,5.0英寸,"1280×720(HD,720P) ",500万像素,200万像素,http://item.jd.com/10283698591.html,小辣椒 红辣椒T1 (GM-T1) 移动双4G 安卓智能手机 白色,久汇手机专营店,8
,XMT,499.00,2015年,,,其他,联发科（MTK),,,,8GB ROM,1GB RAM,32GB,5.0英寸,"1280×720(HD,720P) ",800万像素,200万像素,http://item.jd.com/1728976040.html,小辣椒 红辣椒XM-T Pro  移动4G手机 双卡双待 白色,天探手机专营店,714
,JD1,599.00,2016年,,,其他,其他,,四核,,8GB ROM,1GB RAM,,5.5英寸,"1280×720(HD,720P) ",800万像素,500万像素,http://item.jd.com/10323832834.html,小辣椒 红辣椒经典一代 JD-T 移动4G手机 金色,天探手机专营店,2
小辣椒,NXPlus,1399.00,2015年,,,Android ,联发科（MTK),,八核,,32GB ROM,3GB RAM,64GB,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10163283031.html,小辣椒 红辣椒NX Plus 移动联通4G手机 双卡双待 白色 标配版,牧申数码专营店,14
,GM,599.00,2016年,3月,安卓（Android）,其他,其他,,,,8GB ROM,1GB RAM,32GB,5.0英寸,"1280×720(HD,720P) ",800万像素,200万像素,http://item.jd.com/10226036884.html,小辣椒 红辣椒国民全网通 (GM-Q1) 8G 移动联通电信4G手机 双卡双待 白色,中恒国信手机旗舰店,16
小辣椒,XM,499.00,2016年,,安卓（Android）,YunOS,联发科（MTK),,,,8GB ROM,1GB RAM,32GB,5.0英寸,"1280×720(HD,720P) ",800万像素,200万像素,http://item.jd.com/10286183073.html,小辣椒 红辣椒XM-W  移动联通4G手机 双卡双待 金色 移动版,优爱特手机专营店,2
小辣椒,Q1,599.00,2016年,,安卓（Android）,其他,展讯,,四核,,8GB ROM,1GB RAM,,5.0英寸,1080×720 ,800万像素,200万像素,http://item.jd.com/10299358171.html,小辣椒 红辣椒Q1 （GM-Q1）全网通4G手机 双卡双待 白色 全网通版,优爱特手机专营店,1
,note3pro,899.00,2016年,,安卓（Android）,Android ,联发科（MTK),MT6753,八核,,32GB ROM,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10262965817.html,小辣椒 红辣椒Note3 pro  移动联通4G指纹识别3G+32G内存手机 金色,天探手机专营店,0
,X1,499.00,2015年,9月,,其他,联发科（MTK),,四核,,16GB ROM,2GB RAM,32GB,5.0英寸,"1280×720(HD,720P) ",800万像素,500万像素,http://item.jd.com/1727202562.html,小辣椒红辣椒X1 移动4G 智能 手机 （16G ROM） (水墨白) 标配版,中恒国信手机旗舰店,51
小辣椒,XMT,499.00,2015年,,安卓（Android）,其他,联发科（MTK),,四核,,8GB ROM,1GB RAM,32GB,5.0英寸,"1280×720(HD,720P) ",800万像素,200万像素,http://item.jd.com/10311207209.html,小辣椒 红辣椒XM-T Pro 移动4G手机 双卡双待 白色 1G+8G 标准版,优爱特手机专营店,0
