品牌,型号,价格,上市年份,上市月份,操作系统,操作系统版本,CPU品牌,CPU型号,CPU核数,GPU,机身内存,运行内存,最大存储扩展,屏幕尺寸,分辨率,后置摄像头,前置摄像头,链接,备注,店铺,评价
酷派（Coolpad）,5721,518.00,2015年,,,Android ,联发科（MTK),,四核,,其它,1GB RAM,32GB,5.0英寸,"1280×720(HD,720P) ",800万像素,200万像素,http://item.jd.com/10072361172.html,酷派(Coolpad) 5721 智尚白 电信4G手机 双卡双待,牧申数码专营店,42
酷派（Coolpad）,8722V,439.00,2016年,,安卓（Android）,其他,联发科（MTK),MT6735P,,,8GB ROM,1GB RAM,64GB,5.0英寸,"1280×720(HD,720P) ",800万像素,200万像素,http://item.jd.com/10179908784.html,酷派 炫影F1 8722V  移动4G手机 双卡双待 智尚白,优爱特手机专营店,60
酷派（Coolpad）,8298,639.00,2015年,9月,安卓（Android）,其他,联发科（MTK),,四核,,8GB ROM,2GB RAM,,5.0英寸,"1280×720(HD,720P) ",1300万像素,500万像素,http://item.jd.com/10048830647.html,酷派 8298-A01全魔王 全网通4G手机 白色 标配版,佳沪数码手机旗舰店,216
酷派（Coolpad）,8712,288.00,2014年,,安卓（Android）,Android ,其他,,,,4GB ROM,512MB RAM,,5.0英寸,480×854,500万像素,30万像素,http://item.jd.com/10104294916.html,酷派(coolpad) 8712 4G手机 双卡双待 灵动白 移动4G 标配版,能良数码旗舰店,102
酷派（Coolpad）,8085Q,249.00,2013年,,安卓（Android）,Android 4.2,其他,,四核,,4GB ROM,512MB RAM,,4.7英寸,480×854,500万像素,不支持,http://item.jd.com/1636290352.html,酷派 8085Q 移动3G手机 雅士黑,优爱特手机专营店,869
酷派（Coolpad）,X7,748.00,2015年,,,Android ,联发科（MTK),,八核,,其它,,32GB,5.2英寸,"1920×1080(FHD,1080P)",1300万像素,800万像素,http://item.jd.com/10101235815.html,酷派(Coolpad) 大神X7 双卡双待4G手机（16G ROM） 钛晶白 移动4G版,牧申数码专营店,148
酷派（Coolpad）,T2W01,759.00,2015年,,,Android ,Qualcomm 骁龙,,八核,,其它,2GB RAM,32GB,5.5英寸,"1280×720(HD,720P) ",1300万像素,500万像素,http://item.jd.com/10070875261.html,酷派(Coolpad) 锋尚 PRO T2-W01 尊荣金 移动联通4G手机 双卡双待,牧申数码专营店,64
酷派（Coolpad）,8298A01,688.00,2015年,9月,安卓（Android）,Android ,联发科（MTK),,四核,,8GB ROM,2GB RAM,32GB,5.0英寸,"1280×720(HD,720P) ",1300万像素,500万像素,http://item.jd.com/10264053696.html,酷派 全魔王 移动联通电信4G智能手机 双卡双待 白色 全网通,鹏路网络手机专营店,32
酷派（Coolpad）,7105,339.00,2014年,,安卓（Android）,Android 4.4,Qualcomm 骁龙,MSM8916,四核,,4GB ROM,512MB RAM,32GB,4.5英寸,480×854,300万像素,不支持,http://item.jd.com/1645524253.html,酷派 7105  联通4G 双卡双待手机 极地白,优爱特手机专营店,907
酷派（Coolpad）,,288.00,2014年,,,Android 4.4,其他,,,,4GB ROM,512MB RAM,,5.0英寸,480×854,500万像素,30万像素,http://item.jd.com/1739294985.html,酷派 8712 移动4G 双卡双待手机 白色,河北启迪手机专营店,28
酷派（Coolpad）,Y71,499.00,2015年,,安卓（Android）,其他,联发科（MTK),,四核,,16GB ROM,1GB RAM,32GB,5.0英寸,960×540(QHD),800万像素,200万像素,http://item.jd.com/10091689232.html,酷派锋尚Air Y71-811  移动4G手机 双卡双待 金钻白,优爱特手机专营店,36
酷派（Coolpad）,7722,429.00,2016年,,,Android ,联发科（MTK),,四核,,8GB ROM,1GB RAM,,5.0英寸,"1280×720(HD,720P) ",800万像素,200万像素,http://item.jd.com/10239339342.html,酷派(Coolpad) 7722 移动联通4G手机 双卡双待 白色 标配版,牧申数码专营店,8
,5263S,418.00,2015年,,安卓（Android）,Android 4.3,其他,,四核,,8GB ROM,1GB RAM,32GB,5.0英寸,480×854,500万像素,30万像素,http://item.jd.com/10254737554.html,酷派(Coolpad) 5263S 电信4G手机 双卡双待 灵动白,卓瓦手机专营店,15
酷派（Coolpad）,T2,899.00,2015年,,安卓（Android）,Android 4.4,Qualcomm 骁龙,MSM8939,八核,,8GB ROM,2GB RAM,32GB,5.5英寸,"1280×720(HD,720P) ",1300万像素,500万像素,http://item.jd.com/10298071567.html,酷派(Coolpad) 锋尚 PRO T2-C01 电信4G手机 双卡双待 金色 2G+8G标准版,优爱特手机专营店,1
酷派（Coolpad）,8298A01,639.00,2015年,,安卓（Android）,Android ,联发科（MTK),,四核,,8GB ROM,2GB RAM,32GB,5.0英寸,"1280×720(HD,720P) ",1300万像素,500万像素,http://item.jd.com/10138004429.html,酷派(Coolpad) 全魔王 4G手机 (2G RAM+8G ROM) 双卡双待 白色 全网通版(8298-A01)标配,能良数码旗舰店,33
,X7,748.00,2015年,,安卓（Android）,Android ,联发科（MTK),,八核,,其它,,,5.2英寸,"1920×1080(FHD,1080P)",1300万像素,800万像素,http://item.jd.com/10184267194.html,酷派(Coolpad) 大神X7 双卡双待手机（16G ROM） 钛晶白 移动4G(2GRAM+16GROM)标配,新松联手机专营店,43
酷派（Coolpad）,Y90,799.00,2015年,,安卓（Android）,Android 4.4,其他,,,,8GB ROM,2GB RAM,,5.5英寸,"1280×720(HD,720P) ",1300万像素,500万像素,http://item.jd.com/1707464063.html,酷派 锋尚PRO Y90D 双卡双待 4G手机 尊荣金 移动4G版 标配,佳沪数码手机旗舰店,96
大神,X7,999.00,2015年,,,Android 4.4,联发科（MTK),MT6595,八核,,16GB ROM,2GB RAM,,5.2英寸,"1920×1080(FHD,1080P)",1300万像素,800万像素,http://item.jd.com/10249816794.html,大神X7 双卡双待手机 土豪金 移动联通双4G(16GROM),谷高数码手机专营店,1
酷派（Coolpad）,A8930,2499.00,2015年,11月,安卓（Android）,其他,Qualcomm 骁龙,MSM8939,八核,,32GB ROM,3GB RAM,16GB,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10076790206.html,酷派锋尚MAX A8-930 全网通手机 双卡双待 尊爵金,优爱特手机专营店,11
,Y75,529.00,2014年,,,Android 4.4,Qualcomm 骁龙,MSM8916,四核,,8GB ROM,1GB RAM,32GB,5.5英寸,640×960,800万像素,200万像素,http://item.jd.com/1551074185.html,酷派(Coolpad) 锋尚 Y75 移动4G版 双卡双待手机 智尚白 标配版,佳沪数码手机旗舰店,947
,8722V,449.00,2016年,,安卓（Android）,Andriod 5.1,联发科（MTK),MT6735P,四核,,8GB ROM,1GB RAM,64GB,5.0英寸,"1280×720(HD,720P) ",800万像素,200万像素,http://item.jd.com/10198790028.html,酷派  8722V  移动4G 双卡双待 手机 白色,天探手机专营店,23
酷派（Coolpad）,8712,288.00,2015年,5月,安卓（Android）,Android 4.4,展讯,,四核,,4GB ROM,512MB RAM,32GB,5.0英寸,480×854,500万像素,30万像素,http://item.jd.com/1741486268.html,酷派 8712 移动4G  双卡双待手机（4G ROM） 白色 标配版,中恒国信手机旗舰店,93
﻿酷派（Coolpad）,Y75,599.00,2014年,,安卓（Android）,Android 4.4,Qualcomm 骁龙,MSM8916,四核,,8GB ROM,1GB RAM,32GB,5.5英寸,960×540(QHD),800万像素,200万像素,http://item.jd.com/10084665860.html,酷派(Coolpad) 锋尚 Y75 移动4G手机 双卡双待 锐志金,卓瓦手机专营店,22
酷派（Coolpad）,A8930,2499.00,2015年,,,其他,Qualcomm 骁龙,,八核,,其它,3GB RAM,32GB,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10130183695.html,酷派 锋尚MAX (A8-930) 移动联通电信4G手机 双卡双待 尊爵金 全网通(3G RAM+32G ROM) 标配,牧申数码专营店,2
酷派（Coolpad）,Y76,549.00,2015年,,,Android ,其他,,四核,,其它,1GB RAM,32GB,5.5英寸,960×540(QHD),800万像素,200万像素,http://item.jd.com/10077415594.html,酷派(Coolpad) 锋尚 Y76  双4G手机双卡双待 白色  移动4G/联通4G(ROM 8G),牧申数码专营店,101
